player_id,current_club_id,current_club_domestic_competition_id,average_height,average_market_value
10,398,IT1,182.33035714285714,2509297.5206611566
26,16,L1,184.6,7843076.923076923
65,1091,GR1,181.1734693877551,1153865.9793814432
77,506,IT1,183.77011494252875,5494277.777777778
80,27,L1,184.44615384615383,15374253.731343284
109,825,TR1,181.26315789473682,191489.36170212764
123,33,L1,185.37931034482756,575416.6666666666
132,11,GB1,181.28571428571428,16074652.777777778
162,79,L1,184.14864864864865,3172402.5974025973
215,1084,ES1,181.03225806451613,281774.1935483871
258,33,L1,185.37931034482756,575416.6666666666
264,79,L1,184.14864864864865,3172402.5974025973
276,20100,DK1,183.9047619047619,92307.6923076923
277,3368,ES1,180.94285714285715,447602.7397260274
299,10484,TR1,182.3482142857143,470280.0
325,141,TR1,180.9625,2797559.523809524
332,24,L1,183.53271028037383,2441608.695652174
410,16,L1,184.6,7843076.923076923
411,44,L1,184.03125,552681.1594202898
447,24,L1,183.53271028037383,2441608.695652174
488,2288,GB1,180.39285714285714,559482.7586206896
532,86,L1,184.80281690140845,1545205.4794520547
557,167,L1,184.10989010989013,1490979.381443299
568,18,L1,183.28571428571428,3041554.054054054
597,2696,RU1,182.40196078431373,604126.213592233
598,24,L1,183.53271028037383,2441608.695652174
643,86,L1,184.80281690140845,1545205.4794520547
670,714,ES1,180.54666666666665,1012658.2278481013
690,39,L1,184.12987012987014,1580357.142857143
691,15,L1,183.24285714285713,8796000.0
735,1210,IT1,182.07407407407408,289642.85714285716
755,589,TR1,181.234375,416710.52631578944
773,14171,FR1,179.87878787878788,283333.3333333334
823,4,L1,182.1875,332432.4324324324
831,1506,TR1,182.07999999999998,118245.61403508772
837,18,L1,183.28571428571428,3041554.054054054
886,38,L1,182.91111111111113,475531.91489361704
892,39,L1,184.12987012987014,1580357.142857143
933,2293,TR1,181.6283185840708,428818.89763779525
992,38,L1,182.91111111111113,475531.91489361704
1073,16,L1,184.6,7843076.923076923
1075,121,RU1,183.14285714285714,1345563.38028169
1083,128,GR1,180.953488372093,180833.33333333334
1094,4,L1,182.1875,332432.4324324324
1095,44,L1,184.03125,552681.1594202898
1116,65,L1,184.53125,623026.3157894737
1122,41,L1,182.88888888888889,430263.15789473685
1126,3,L1,185.2297297297297,1611075.9493670885
1139,39,L1,184.12987012987014,1580357.142857143
1144,18,L1,183.28571428571428,3041554.054054054
1150,4,L1,182.1875,332432.4324324324
1161,46,IT1,183.1809523809524,6048738.738738739
1197,678,DK1,183.73863636363635,481930.69306930696
1257,127,L1,185.15625,399264.70588235295
1277,86,L1,184.80281690140845,1545205.4794520547
1321,114,TR1,182.0,1495797.8723404256
1323,24,L1,183.53271028037383,2441608.695652174
1327,1159,FR1,181.06666666666666,235714.28571428574
1331,533,L1,184.5072463768116,2237162.162162162
1335,42,L1,183.4,272959.1836734694
1363,33,L1,185.37931034482756,575416.6666666666
1368,1519,SC1,180.33684210526314,219072.1649484536
1381,44,L1,184.03125,552681.1594202898
1397,512,GB1,183.25,712500.0
1423,855,FR1,180.77272727272725,390222.22222222225
1426,79,L1,184.14864864864865,3172402.5974025973
1428,60,L1,183.21428571428572,2864527.027027027
1443,190,DK1,183.95890410958904,1212317.0731707318
1474,533,L1,184.5072463768116,2237162.162162162
1496,24,L1,183.53271028037383,2441608.695652174
1532,28643,BE1,182.57142857142858,229684.6846846847
1560,306,NL1,183.5,748986.4864864865
1565,24,L1,183.53271028037383,2441608.695652174
1568,38,L1,182.91111111111113,475531.91489361704
1572,162,FR1,182.11475409836066,6434344.262295082
1573,29,GB1,183.8550724637681,5712152.777777778
1586,42,L1,183.4,272959.1836734694
1587,42,L1,183.4,272959.1836734694
1606,2414,DK1,183.92592592592592,196808.51063829788
1613,855,FR1,180.77272727272725,390222.22222222225
1659,23,L1,182.15,166666.66666666666
1662,33,L1,185.37931034482756,575416.6666666666
1667,162,FR1,182.11475409836066,6434344.262295082
1684,65,L1,184.53125,623026.3157894737
1716,6996,UKR1,181.53225806451616,151465.5172413793
1725,173,DK1,183.43529411764706,310606.0606060606
1726,610,NL1,183.34146341463415,5026785.714285715
1743,105,L1,184.8793103448276,778174.6031746032
1772,38,L1,182.91111111111113,475531.91489361704
1784,39,L1,184.12987012987014,1580357.142857143
1791,167,L1,184.10989010989013,1490979.381443299
1792,105,L1,184.8793103448276,778174.6031746032
1841,10484,TR1,182.3482142857143,470280.0
1896,19771,TR1,182.44285714285715,133139.53488372092
1944,23,L1,182.15,166666.66666666666
1986,167,L1,184.10989010989013,1490979.381443299
2048,403,NL1,181.11627906976744,345000.0
2050,24,L1,183.53271028037383,2441608.695652174
2138,40426,RU1,182.7058823529412,182352.9411764706
2148,2944,TR1,181.8857142857143,99736.84210526315
2150,16,L1,184.6,7843076.923076923
2154,4,L1,182.1875,332432.4324324324
2201,127,L1,185.15625,399264.70588235295
2219,27,L1,184.44615384615383,15374253.731343284
2233,3368,ES1,180.94285714285715,447602.7397260274
2306,42,L1,183.4,272959.1836734694
2309,121,RU1,183.14285714285714,1345563.38028169
2334,44,L1,184.03125,552681.1594202898
2358,82,L1,182.69117647058823,3771575.3424657537
2374,16,L1,184.6,7843076.923076923
2386,23,L1,182.15,166666.66666666666
2421,38,L1,182.91111111111113,475531.91489361704
2453,127,L1,185.15625,399264.70588235295
2514,985,GB1,183.26865671641792,12190909.09090909
2583,2760,SC1,182.46938775510205,193409.0909090909
2587,524,TR1,180.83928571428572,133076.92307692306
2623,167,L1,184.10989010989013,1490979.381443299
2703,173,DK1,183.43529411764706,310606.0606060606
2712,38,L1,182.91111111111113,475531.91489361704
2726,2990,PO1,181.575,232926.82926829267
2767,24,L1,183.53271028037383,2441608.695652174
2805,42,L1,183.4,272959.1836734694
2857,29,GB1,183.8550724637681,5712152.777777778
2865,167,L1,184.10989010989013,1490979.381443299
2874,265,GR1,181.39999999999998,1008653.8461538461
2878,750,FR1,178.66666666666666,330952.38095238095
2899,2292,TR1,181.07692307692307,111111.11111111111
2904,276,IT1,182.58333333333331,731343.2835820896
2923,3368,ES1,180.94285714285715,447602.7397260274
2926,105,L1,184.8793103448276,778174.6031746032
2950,42,L1,183.4,272959.1836734694
2953,41,L1,182.88888888888889,430263.15789473685
2956,68608,PO1,181.70000000000002,216862.74509803922
2963,714,ES1,180.54666666666665,1012658.2278481013
2998,1003,GB1,183.91071428571428,3275409.8360655736
2999,2578,SC1,181.1278195488722,279527.55905511806
3059,524,TR1,180.83928571428572,133076.92307692306
3098,190,DK1,183.95890410958904,1212317.0731707318
3109,31,GB1,182.90625,14656439.393939395
3114,42,L1,183.4,272959.1836734694
3115,40,FR1,182.11371237458195,673902.2279904824
3118,1039,GB1,180.74074074074073,384259.25925925927
3120,281,GB1,182.26,26837500.0
3130,289,GB1,181.46511627906978,721428.5714285715
3131,873,GB1,183.625,4116250.0
3132,126,TR1,181.59398496240604,365369.12751677854
3139,583,FR1,181.0655737704918,19404918.032786883
3146,512,GB1,183.25,712500.0
3151,148,GB1,182.21212121212122,13463934.426229509
3156,148,GB1,182.21212121212122,13463934.426229509
3159,130,IT1,182.12244897959184,397056.0747663551
3160,631,GB1,183.70422535211267,14867957.746478874
3163,281,GB1,182.26,26837500.0
3165,141,TR1,180.9625,2797559.523809524
3170,1304,NL1,181.84444444444443,354842.1052631579
3172,940,ES1,181.4891304347826,1810824.7422680412
3176,2282,BE1,182.76785714285714,2276190.476190476
3179,371,SC1,181.77011494252875,1980388.8888888888
3182,12,IT1,182.96190476190475,3365905.172413793
3190,180,GB1,181.41666666666666,2860245.9016393446
3195,512,GB1,183.25,712500.0
3201,265,GR1,181.39999999999998,1008653.8461538461
3202,371,SC1,181.77011494252875,1980388.8888888888
3205,1083,RU1,182.37857142857143,490964.2857142857
3216,589,TR1,181.234375,416710.52631578944
3220,931,GB1,182.703125,5526865.671641791
3226,984,GB1,184.14285714285717,1010078.125
3233,533,L1,184.5072463768116,2237162.162162162
3235,1039,GB1,180.74074074074073,384259.25925925927
3251,370,SC1,182.51041666666666,418333.3333333333
3256,15,L1,183.24285714285713,8796000.0
3259,931,GB1,182.703125,5526865.671641791
3266,1158,FR1,180.5,1589534.8837209302
3269,370,SC1,182.51041666666666,418333.3333333333
3270,1123,GB1,183.20634920634922,885483.8709677419
3271,1039,GB1,180.74074074074073,384259.25925925927
3273,1003,GB1,183.91071428571428,3275409.8360655736
3276,873,GB1,183.625,4116250.0
3287,2578,SC1,181.1278195488722,279527.55905511806
3291,984,GB1,184.14285714285717,1010078.125
3292,1132,GB1,183.0,3833904.109589041
3296,1003,GB1,183.91071428571428,3275409.8360655736
3297,603,GB1,180.7142857142857,494242.42424242425
3306,1132,GB1,183.0,3833904.109589041
3310,370,SC1,182.51041666666666,418333.3333333333
3321,3725,RU1,182.76,530133.3333333334
3322,903,SC1,182.08163265306123,475049.50495049503
3332,985,GB1,183.26865671641792,12190909.09090909
3333,1237,GB1,181.20000000000002,7670608.108108108
3354,2282,BE1,182.76785714285714,2276190.476190476
3356,989,GB1,181.85714285714286,5200000.0
3357,1003,GB1,183.91071428571428,3275409.8360655736
3366,5,IT1,184.44578313253012,6460406.976744186
3391,10484,TR1,182.3482142857143,470280.0
3395,132,NL1,182.01785714285717,226666.66666666666
3397,985,GB1,183.26865671641792,12190909.09090909
3404,29,GB1,183.8550724637681,5712152.777777778
3405,289,GB1,181.46511627906978,721428.5714285715
3406,985,GB1,183.26865671641792,12190909.09090909
3411,294,PO1,182.50819672131146,7227083.333333333
3413,2292,TR1,181.07692307692307,111111.11111111111
3417,416,IT1,184.27027027027026,1623452.380952381
3428,46,IT1,183.1809523809524,6048738.738738739
3441,2282,BE1,182.76785714285714,2276190.476190476
3447,2778,DK1,181.19230769230768,763461.5384615385
3455,5,IT1,184.44578313253012,6460406.976744186
3458,19771,TR1,182.44285714285715,133139.53488372092
3461,1039,GB1,180.74074074074073,384259.25925925927
3466,1053,DK1,183.7142857142857,383116.8831168831
3467,1039,GB1,180.74074074074073,384259.25925925927
3473,512,GB1,183.25,712500.0
3476,148,GB1,182.21212121212122,13463934.426229509
3480,1075,PO1,181.64864864864865,2304428.571428572
3495,237,ES1,182.23076923076923,1538888.888888889
3507,5,IT1,184.44578313253012,6460406.976744186
3515,383,NL1,182.60377358490567,5857142.857142857
3525,273,FR1,181.43478260869563,4436428.571428571
3530,82,L1,182.69117647058823,3771575.3424657537
3531,6890,TR1,182.13684210526316,626476.1904761904
3534,683,GR1,180.74766355140187,1808177.570093458
3535,331,ES1,181.67816091954023,1445056.1797752809
3539,265,GR1,181.39999999999998,1008653.8461538461
3540,289,GB1,181.46511627906978,721428.5714285715
3547,512,GB1,183.25,712500.0
3548,405,GB1,182.3191489361702,7420430.107526882
3560,873,GB1,183.625,4116250.0
3562,289,GB1,181.46511627906978,721428.5714285715
3564,370,SC1,182.51041666666666,418333.3333333333
3569,1162,FR1,181.2093023255814,281395.3488372093
3573,114,TR1,182.0,1495797.8723404256
3575,595,FR1,180.19230769230768,291666.6666666667
3580,43,SC1,181.3529411764706,378333.3333333334
3583,511,SC1,181.4896551724138,221379.31034482757
3589,370,SC1,182.51041666666666,418333.3333333333
3597,31,GB1,182.90625,14656439.393939395
3613,903,SC1,182.08163265306123,475049.50495049503
3614,29,GB1,183.8550724637681,5712152.777777778
3620,29,GB1,183.8550724637681,5712152.777777778
3630,1132,GB1,183.0,3833904.109589041
3634,1032,GB1,182.0,254166.6666666667
3640,603,GB1,180.7142857142857,494242.42424242425
3666,1032,GB1,182.0,254166.6666666667
3668,1010,GB1,183.34426229508196,1049528.3018867923
3682,281,GB1,182.26,26837500.0
3692,379,GB1,181.45238095238096,5938920.454545454
3698,465,SC1,181.96491228070175,266896.5517241379
3707,3911,FR1,181.4179104477612,1490000.0
3713,749,IT1,183.01869158878506,1006120.6896551724
3719,43,SC1,181.3529411764706,378333.3333333334
3730,232,RU1,182.42857142857142,1617628.2051282052
3753,6418,GR1,181.1304347826087,284760.27397260274
3755,289,GB1,181.46511627906978,721428.5714285715
3762,603,GB1,180.7142857142857,494242.42424242425
3771,2079,GR1,180.76623376623377,156962.0253164557
3775,379,GB1,181.45238095238096,5938920.454545454
3783,465,SC1,181.96491228070175,266896.5517241379
3785,931,GB1,182.703125,5526865.671641791
3788,512,GB1,183.25,712500.0
3791,1071,GB1,182.66666666666666,308333.3333333333
3804,1123,GB1,183.20634920634922,885483.8709677419
3807,1039,GB1,180.74074074074073,384259.25925925927
3816,42,L1,183.4,272959.1836734694
3817,39,L1,184.12987012987014,1580357.142857143
3824,2553,SC1,181.90506329113924,202727.27272727274
3825,2759,SC1,183.03424657534245,251863.3540372671
3838,984,GB1,184.14285714285717,1010078.125
3851,167,L1,184.10989010989013,1490979.381443299
3869,511,SC1,181.4896551724138,221379.31034482757
3875,124,SC1,181.85393258426967,1753723.4042553192
3876,405,GB1,182.3191489361702,7420430.107526882
3878,985,GB1,183.26865671641792,12190909.09090909
3881,512,GB1,183.25,712500.0
3890,1147,FR1,179.796875,447794.11764705885
3900,6418,GR1,181.1304347826087,284760.27397260274
3901,750,FR1,178.66666666666666,330952.38095238095
3913,750,FR1,178.66666666666666,330952.38095238095
3914,2292,TR1,181.07692307692307,111111.11111111111
3916,583,FR1,181.0655737704918,19404918.032786883
3924,631,GB1,183.70422535211267,14867957.746478874
3926,7185,GR1,180.01754385964912,138771.9298245614
3942,24,L1,183.53271028037383,2441608.695652174
3947,1177,DK1,183.6043956043956,348469.387755102
3950,379,GB1,181.45238095238096,5938920.454545454
3966,595,FR1,180.19230769230768,291666.6666666667
3975,1506,TR1,182.07999999999998,118245.61403508772
3978,6996,UKR1,181.53225806451616,151465.5172413793
3979,720,PO1,181.12698412698413,5425000.0
3989,12438,RU1,181.1891891891892,145138.8888888889
3995,1123,GB1,183.20634920634922,885483.8709677419
4010,234,NL1,182.6969696969697,5087132.352941176
4015,398,IT1,182.33035714285714,2509297.5206611566
4018,167,L1,184.10989010989013,1490979.381443299
4042,234,NL1,182.6969696969697,5087132.352941176
4055,1132,GB1,183.0,3833904.109589041
4056,931,GB1,182.703125,5526865.671641791
4058,180,GB1,181.41666666666666,2860245.9016393446
4063,641,GB1,184.27777777777777,698684.2105263158
4070,984,GB1,184.14285714285717,1010078.125
4072,1132,GB1,183.0,3833904.109589041
4075,2292,TR1,181.07692307692307,111111.11111111111
4086,441,GR1,181.91666666666666,179867.25663716815
4094,180,GB1,181.41666666666666,2860245.9016393446
4095,2999,SC1,182.30303030303028,179047.61904761905
4111,2288,GB1,180.39285714285714,559482.7586206896
4112,512,GB1,183.25,712500.0
4115,984,GB1,184.14285714285717,1010078.125
4133,1519,SC1,180.33684210526314,219072.1649484536
4158,132,NL1,182.01785714285717,226666.66666666666
4188,2420,PO1,182.2741935483871,749137.9310344827
4190,603,GB1,180.7142857142857,494242.42424242425
4192,3426,DK1,184.32203389830508,180882.35294117648
4205,1039,GB1,180.74074074074073,384259.25925925927
4208,167,L1,184.10989010989013,1490979.381443299
4216,1519,SC1,180.33684210526314,219072.1649484536
4217,3060,GR1,181.87735849056602,298577.5862068966
4219,1123,GB1,183.20634920634922,885483.8709677419
4233,989,GB1,181.85714285714286,5200000.0
4241,2441,GR1,182.45263157894738,990526.3157894737
4248,36,TR1,181.7340425531915,2658556.7010309277
4251,2578,SC1,181.1278195488722,279527.55905511806
4257,2293,TR1,181.6283185840708,428818.89763779525
4267,29,GB1,183.8550724637681,5712152.777777778
4276,506,IT1,183.77011494252875,5494277.777777778
4277,124,SC1,181.85393258426967,1753723.4042553192
4310,12,IT1,182.96190476190475,3365905.172413793
4311,610,NL1,183.34146341463415,5026785.714285715
4314,46,IT1,183.1809523809524,6048738.738738739
4315,610,NL1,183.34146341463415,5026785.714285715
4316,678,DK1,183.73863636363635,481930.69306930696
4317,583,FR1,181.0655737704918,19404918.032786883
4321,289,GB1,181.46511627906978,721428.5714285715
4323,1096,BE1,184.24637681159422,1690277.7777777778
4327,235,NL1,182.11904761904762,323913.04347826086
4334,132,NL1,182.01785714285717,226666.66666666666
4337,1053,DK1,183.7142857142857,383116.8831168831
4338,383,NL1,182.60377358490567,5857142.857142857
4344,235,NL1,182.11904761904762,323913.04347826086
4349,235,NL1,182.11904761904762,323913.04347826086
4351,5724,DK1,183.90697674418607,362500.0
4357,610,NL1,183.34146341463415,5026785.714285715
4359,192,NL1,182.76190476190476,214338.23529411765
4360,202,NL1,182.5774647887324,445454.5454545454
4361,235,NL1,182.11904761904762,323913.04347826086
4371,142,ES1,179.125,215625.0
4377,3508,BE1,182.54736842105262,373761.90476190473
4380,234,NL1,182.6969696969697,5087132.352941176
4383,206,DK1,184.125,970555.5555555555
4384,2727,BE1,182.7075471698113,524772.7272727273
4391,383,NL1,182.60377358490567,5857142.857142857
4403,5817,DK1,183.76288659793812,175235.8490566038
4408,1268,NL1,182.54320987654322,277647.0588235294
4410,1426,NL1,183.6153846153846,209558.82352941178
4415,403,NL1,181.11627906976744,345000.0
4424,403,NL1,181.11627906976744,345000.0
4425,499,NL1,182.3108108108108,651582.2784810127
4429,1304,NL1,181.84444444444443,354842.1052631579
4451,317,NL1,180.79746835443038,1056219.512195122
4452,132,NL1,182.01785714285717,226666.66666666666
4456,1269,NL1,182.06930693069307,356359.649122807
4471,133,NL1,181.6,269140.625
4487,467,NL1,182.5,496420.45454545453
4489,234,NL1,182.6969696969697,5087132.352941176
4513,467,NL1,182.5,496420.45454545453
4517,467,NL1,182.5,496420.45454545453
4519,192,NL1,182.76190476190476,214338.23529411765
4520,317,NL1,180.79746835443038,1056219.512195122
4531,192,NL1,182.76190476190476,214338.23529411765
4533,798,NL1,182.9344262295082,453515.625
4538,132,NL1,182.01785714285717,226666.66666666666
